"","flightsbinded.Date","flightsbinded.AIRLINE","flightsbinded.ORIGIN_AIRPORT","flightsbinded.DISTANCE","flightsbinded.DEPARTURE_DELAY","flightsbinded.TAXI_OUT","flightsbinded.WHEELS_OFF","flightsbinded.TAXI_IN","flightsbinded.WHEELS_OFF.1","flightsbinded.ARRIVAL_DELAY"
"396",2015-01-01,"UA","EWR",2565,126,11,2337,6,2337,109
"397",2015-01-01,"AS","PDX",550,5,11,2141,11,2141,-5
"398",2015-01-01,"F9","DEN",967,17,35,2217,18,2217,32
"399",2015-01-01,"AA","DFW",1464,12,34,2216,13,2216,17
"400",2015-01-01,"DL","ATL",2139,3,13,2200,8,2200,-16
"401",2015-01-01,"UA","HNL",2398,17,29,2241,4,2241,5
"402",2015-01-01,"WN","DEN",967,25,19,2244,8,2244,10
"403",2015-01-01,"UA","IAD",2419,-1,17,2216,5,2216,-9
"404",2015-01-01,"UA","OGG",2338,14,12,2231,8,2231,4
"405",2015-01-01,"UA","DEN",967,34,36,2325,4,2325,17
"406",2015-01-01,"UA","KOA",2367,7,10,2237,5,2237,-27
"407",2015-01-01,"UA","LAX",337,-4,16,2247,4,2247,-12
"408",2015-01-01,"UA","OGG",2338,16,13,2337,5,2337,1
"409",2015-01-01,"DL","HNL",2398,19,16,2355,6,2355,-5
"410",2015-01-01,"UA","HNL",2398,-2,15,2352,15,2352,-18
"411",2015-01-01,"US","PHX",651,-2,16,13,6,13,-5
"412",2015-01-02,"OO","ONT",363,2,11,513,3,513,-11
"413",2015-01-02,"UA","SEA",679,-7,14,522,4,522,-30
"414",2015-01-02,"OO","BOI",522,3,22,545,5,545,0
"415",2015-01-02,"OO","RDD",199,1,20,551,2,551,-18
"416",2015-01-02,"UA","PDX",550,42,10,632,3,632,25
"417",2015-01-02,"UA","DEN",967,0,30,630,4,630,-6
"418",2015-01-02,"UA","PHL",2521,-1,15,614,3,614,-22
"419",2015-01-02,"UA","CLE",2161,-5,21,616,5,616,-26
"420",2015-01-02,"UA","BOS",2704,-4,18,614,12,614,-3
"421",2015-01-02,"UA","BWI",2457,3,28,631,10,631,12
"422",2015-01-02,"F9","IAH",1635,13,12,625,7,625,-3
"423",2015-01-02,"OO","TUS",751,-5,20,615,4,615,-2
"424",2015-01-02,"OO","AUS",1504,37,13,650,3,650,0
"425",2015-01-02,"OO","SMF",86,-9,37,628,5,628,10
"426",2015-01-02,"OO","FAT",158,2,24,626,4,626,-6
"427",2015-01-02,"OO","SBA",262,3,11,614,4,614,-9
"428",2015-01-02,"OO","DFW",1464,17,21,638,4,638,-14
"429",2015-01-02,"OO","ACV",250,-1,16,615,4,615,-5
"430",2015-01-02,"OO","PSC",620,-6,21,615,4,615,-17
"431",2015-01-02,"OO","EUG",451,-7,19,612,5,612,-12
"432",2015-01-02,"OO","MRY",77,-8,19,611,5,611,-7
"433",2015-01-02,"OO","MFR",329,-4,21,617,3,617,-13
"434",2015-01-02,"UA","EWR",2565,8,17,626,13,626,-3
"435",2015-01-02,"OO","PSP",421,-4,12,609,3,609,-16
"436",2015-01-02,"UA","LAX",337,-9,19,613,9,613,-10
"437",2015-01-02,"UA","JFK",2586,21,28,654,18,654,39
"438",2015-01-02,"UA","ORD",1846,45,11,701,5,701,20
"439",2015-01-02,"WN","LAX",337,17,13,635,4,635,11
"440",2015-01-02,"AS","SEA",679,4,16,625,6,625,-3
"441",2015-01-02,"OO","RDM",462,-2,17,623,5,623,-11
"442",2015-01-02,"UA","LAS",414,0,13,623,5,623,-13
"443",2015-01-02,"OO","SLC",599,18,25,653,12,653,4
"444",2015-01-02,"UA","SAN",447,-7,21,629,5,629,-10
"445",2015-01-02,"OO","BFL",238,-10,20,625,6,625,-17
"446",2015-01-02,"OO","RNO",192,-9,28,649,4,649,-3
"447",2015-01-02,"UA","IAD",2419,55,13,743,12,743,39
"448",2015-01-02,"VX","PDX",550,-2,13,651,6,651,-4
"449",2015-01-02,"OO","SNA",372,68,10,803,13,803,60
"450",2015-01-02,"OO","FAT",158,-2,59,745,4,745,26
"451",2015-01-02,"UA","PHX",651,36,131,937,12,937,142
"452",2015-01-02,"AA","LAX",337,-3,15,702,3,702,-10
"453",2015-01-02,"UA","RDU",2400,9,15,721,13,721,2
"454",2015-01-02,"B6","JFK",2586,-3,27,723,10,723,-8
"455",2015-01-02,"UA","PIT",2254,15,15,730,4,730,-3
"456",2015-01-02,"UA","PDX",550,-2,16,714,7,714,-12
"457",2015-01-02,"UA","MCO",2446,18,20,738,18,738,5
"458",2015-01-02,"VX","SEA",679,-3,10,707,4,707,-19
"459",2015-01-02,"VX","SAN",447,-2,20,718,6,718,-2
"460",2015-01-02,"VX","LAS",414,-5,13,708,6,708,-4
"461",2015-01-02,"VX","LAX",337,-3,9,706,4,706,-13
"462",2015-01-02,"AS","PSP",421,-10,13,703,6,703,-17
"463",2015-01-02,"OO","SBA",262,3,9,712,27,712,4
"464",2015-01-02,"OO","BUR",326,32,6,738,8,738,13
"465",2015-01-02,"OO","ACV",250,-7,19,712,3,712,-2
"466",2015-01-02,"UA","ORD",1846,2,15,722,6,722,-11
"467",2015-01-02,"WN","SAN",447,-5,17,717,4,717,-6
"468",2015-01-02,"VX","IAD",2419,-3,11,718,5,718,-15
"469",2015-01-02,"UA","SEA",679,-10,15,720,4,720,-35
"470",2015-01-02,"AA","MIA",2585,2,18,735,4,735,-21
"471",2015-01-02,"UA","IAH",1635,72,28,900,8,900,48
"472",2015-01-02,"WN","SNA",372,3,9,732,5,732,-4
"473",2015-01-02,"AS","SEA",679,-5,13,728,6,728,-19
"474",2015-01-02,"UA","HNL",2398,3,22,750,5,750,-15
"475",2015-01-02,"UA","EWR",2565,-2,13,736,7,736,-21
"476",2015-01-02,"UA","ATL",2139,5,15,745,5,745,-19
"477",2015-01-02,"AS","PDX",550,-8,20,737,10,737,-20
"478",2015-01-02,"US","CLT",2296,-5,11,736,4,736,-14
"479",2015-01-02,"VX","JFK",2586,-1,27,756,7,756,8
"480",2015-01-02,"VX","EWR",2565,-4,19,745,5,745,-14
"481",2015-01-02,"OO","STL",1735,-1,15,744,5,744,-8
"482",2015-01-02,"OO","MSP",1589,2,19,751,4,751,-15
"483",2015-01-02,"US","PHL",2521,-1,18,757,7,757,-3
"484",2015-01-02,"OO","OKC",1384,-2,29,807,4,807,-14
"485",2015-01-02,"WN","DEN",967,-5,13,753,6,753,-27
"486",2015-01-02,"UA","AUS",1504,5,11,802,9,802,-24
"487",2015-01-02,"VX","DAL",1476,-1,16,805,6,805,-11
"488",2015-01-02,"WN","LAX",337,-2,10,758,5,758,-3
"489",2015-01-02,"AS","SLC",599,1,41,832,8,832,13
"490",2015-01-02,"UA","DEN",967,11,24,830,9,830,-4
"491",2015-01-02,"AA","DFW",1464,-2,19,812,5,812,-19
"492",2015-01-02,"UA","SNA",372,-7,11,804,6,804,-14
"493",2015-01-02,"UA","IND",1943,2,12,814,6,814,-18
"494",2015-01-02,"UA","SAN",447,51,21,912,19,912,58
"495",2015-01-02,"UA","JFK",2586,6,17,823,8,823,-5
"496",2015-01-02,"UA","LAS",414,-9,15,806,4,806,-28
"497",2015-01-02,"UA","BOS",2704,194,17,1131,12,1131,194
"498",2015-01-02,"VX","ORD",1846,-6,22,816,4,816,-8
"499",2015-01-02,"VX","AUS",1504,-3,8,805,4,805,-36
"500",2015-01-02,"AA","JFK",2586,-3,14,811,4,811,-16
"501",2015-01-02,"F9","DEN",967,8,12,820,8,820,-5
"502",2015-01-02,"OO","PSP",421,15,16,831,5,831,11
"503",2015-01-02,"OO","COS",964,-4,30,826,10,826,-9
"504",2015-01-02,"OO","SBA",262,-3,22,819,5,819,4
"505",2015-01-02,"UA","IAD",2419,4,10,816,17,816,6
"506",2015-01-02,"WN","SAN",447,-6,15,814,24,814,16
"507",2015-01-02,"OO","EUG",451,-12,22,815,3,815,-24
"508",2015-01-02,"UA","ORD",1846,-1,15,824,25,824,2
"509",2015-01-02,"OO","ABQ",896,3,16,829,32,829,15
"510",2015-01-02,"B6","LGB",354,-5,17,824,9,824,0
"511",2015-01-02,"WN","LAS",414,17,20,852,4,852,14
"512",2015-01-02,"DL","ATL",2139,-2,19,832,5,832,-26
"513",2015-01-02,"DL","JFK",2586,35,40,930,7,930,26
"514",2015-01-02,"UA","LAX",337,2,30,852,3,852,-5
"515",2015-01-02,"WN","PHX",651,11,7,838,5,838,-6
"516",2015-01-02,"OO","MFR",329,-5,24,839,4,839,-5
"517",2015-01-02,"UA","EWR",2565,5,18,853,6,853,-9
"518",2015-01-02,"UA","DCA",2442,106,11,1027,5,1027,91
"519",2015-01-02,"B6","BOS",2704,1,24,855,7,855,28
"520",2015-01-02,"VX","FLL",2583,35,20,930,6,930,5
"521",2015-01-02,"DL","DTW",2079,1,20,856,7,856,-22
"522",2015-01-02,"UA","IAD",2419,13,9,902,6,902,-7
"523",2015-01-02,"OO","SLC",599,12,12,904,4,904,-5
"524",2015-01-02,"OO","SMF",86,11,36,930,4,930,27
"525",2015-01-02,"US","PHX",651,-4,25,906,8,906,0
"526",2015-01-02,"WN","MDW",1855,11,9,905,6,905,-21
"527",2015-01-02,"AA","ORD",1846,-2,15,858,5,858,-17
"528",2015-01-02,"WN","ATL",2139,48,10,948,7,948,30
"529",2015-01-02,"OO","SBP",190,-2,8,856,3,856,-14
"530",2015-01-02,"UA","MCO",2446,0,15,908,14,908,-31
"531",2015-01-02,"OO","BOI",522,28,15,937,6,937,13
"532",2015-01-02,"OO","DFW",1464,16,21,936,7,936,-14
"533",2015-01-02,"UA","DEN",967,18,12,930,28,930,14
"534",2015-01-02,"VX","BOS",2704,-6,16,910,4,910,-10
"535",2015-01-02,"AA","DFW",1464,87,15,1042,7,1042,67
"536",2015-01-02,"UA","ORD",1846,-2,21,924,9,924,-7
"537",2015-01-02,"VX","SAN",447,-2,12,915,3,915,-7
"538",2015-01-02,"UA","IAD",2419,36,10,956,9,956,26
"539",2015-01-02,"VX","LAX",337,-3,8,915,6,915,-13
"540",2015-01-02,"OO","SAN",447,-6,17,921,21,921,1
"541",2015-01-02,"UA","IAH",1635,3,18,933,16,933,-21
"542",2015-01-02,"DL","MSP",1589,7,26,948,6,948,-24
"543",2015-01-02,"US","CLT",2296,42,12,1024,9,1024,22
"544",2015-01-02,"WN","SAN",447,5,10,945,5,945,-1
"545",2015-01-02,"UA","LAX",337,4,18,957,4,957,-9
"546",2015-01-02,"WN","SNA",372,11,5,956,5,956,-2
"547",2015-01-02,"DL","ATL",2139,0,14,954,10,954,-28
"548",2015-01-02,"WN","LAX",337,20,12,1017,4,1017,17
"549",2015-01-02,"VX","SEA",679,-3,9,956,6,956,-17
"550",2015-01-02,"AA","LAX",337,2,51,1043,4,1043,37
"551",2015-01-02,"AS","SEA",679,-3,13,1005,8,1005,-8
"552",2015-01-02,"UA","DEN",967,17,10,1027,7,1027,-11
"553",2015-01-02,"UA","IAH",1635,11,12,1023,39,1023,12
"554",2015-01-02,"UA","JFK",2586,-4,24,1020,5,1020,-2
"555",2015-01-02,"VX","IAD",2419,-1,10,1009,4,1009,-3
"556",2015-01-02,"DL","JFK",2586,38,13,1051,7,1051,26
"557",2015-01-02,"UA","SEA",679,-9,16,1010,8,1010,-21
"558",2015-01-02,"UA","ORD",1846,-2,13,1016,5,1016,-23
"559",2015-01-02,"OO","RNO",192,-10,18,1016,4,1016,-11
"560",2015-01-02,"AS","PDX",550,-8,13,1015,6,1015,-25
"561",2015-01-02,"OO","SBP",190,112,10,1212,5,1212,104
"562",2015-01-02,"OO","EUG",451,-1,10,1019,3,1019,-8
"563",2015-01-02,"OO","SNA",372,1,17,1031,4,1031,5
"564",2015-01-02,"OO","MMH",193,46,28,1129,9,1129,41
"565",2015-01-02,"OO","PDX",550,-7,7,1017,5,1017,-18
"566",2015-01-02,"B6","FLL",2583,2,15,1035,9,1035,-37
"567",2015-01-02,"US","PHL",2521,-2,33,1051,7,1051,-3
"568",2015-01-02,"WN","MKE",1845,-3,10,1032,5,1032,-24
"569",2015-01-02,"AA","DFW",1464,3,21,1049,23,1049,14
"570",2015-01-02,"OO","SMF",86,5,11,1041,3,1041,-8
"571",2015-01-02,"UA","EWR",2565,-2,12,1036,4,1036,-9
"572",2015-01-02,"OO","SBA",262,-4,9,1032,4,1032,-5
"573",2015-01-02,"VX","EWR",2565,-6,30,1054,5,1054,-11
"574",2015-01-02,"VX","JFK",2586,27,19,1116,6,1116,33
"575",2015-01-02,"AA","JFK",2586,-6,16,1040,5,1040,-1
"576",2015-01-02,"OO","PHX",651,-1,18,1047,6,1047,2
"577",2015-01-02,"WN","LAS",414,9,15,1059,8,1059,10
"578",2015-01-02,"AA","ORD",1846,-2,9,1042,5,1042,-19
"579",2015-01-02,"OO","CEC",304,-3,14,1046,3,1046,-3
"580",2015-01-02,"UA","BOS",2704,10,15,1105,5,1105,15
"581",2015-01-02,"OO","ONT",363,-11,12,1042,4,1042,-14
"582",2015-01-02,"OO","MFR",329,-4,10,1048,4,1048,-13
"583",2015-01-02,"OO","ACV",250,-9,8,1044,4,1044,-22
"584",2015-01-02,"OO","LAS",414,-16,20,1053,29,1053,-1
"585",2015-01-02,"DL","ATL",2139,0,16,1106,6,1106,-29
"586",2015-01-02,"WN","LAX",337,38,12,1145,3,1145,35
"587",2015-01-02,"UA","ORD",1846,-1,19,1118,7,1118,-17
"588",2015-01-02,"UA","SEA",679,2,17,1127,6,1127,-2
"589",2015-01-02,"OO","RNO",192,8,12,1129,4,1129,-5
"590",2015-01-02,"UA","LAX",337,123,33,1346,5,1346,121
"591",2015-01-02,"OO","PSP",421,-6,14,1119,31,1119,19
"592",2015-01-02,"VX","LAS",414,-2,17,1130,6,1130,-6
"593",2015-01-02,"OO","SLC",599,27,18,1201,4,1201,6
"594",2015-01-02,"OO","MRY",77,-7,29,1141,24,1141,23
"595",2015-01-02,"US","PHX",651,-1,13,1132,4,1132,-20
"596",2015-01-02,"UA","SAN",447,45,19,1229,5,1229,40
"597",2015-01-02,"VX","LAX",337,11,11,1147,4,1147,3
"598",2015-01-02,"UA","DEN",967,86,14,1307,5,1307,59
"599",2015-01-02,"UA","IAH",1635,-2,15,1144,4,1144,-34
"600",2015-01-02,"OO","SNA",372,10,9,1151,19,1151,12
"601",2015-01-02,"WN","SAN",447,0,15,1150,7,1150,2
"602",2015-01-02,"UA","EWR",2565,-5,13,1149,8,1149,-2
"603",2015-01-02,"UA","PHX",651,-8,12,1146,5,1146,-18
"604",2015-01-02,"WN","PHX",651,11,14,1210,5,1210,3
"605",2015-01-02,"DL","MSP",1589,32,14,1231,7,1231,6
"606",2015-01-02,"OO","AUS",1504,13,22,1220,3,1220,0
"607",2015-01-02,"WN","DEN",967,23,20,1233,6,1233,8
"608",2015-01-02,"AA","DFW",1464,22,22,1234,6,1234,14
"609",2015-01-02,"WN","LAX",337,3,8,1206,5,1206,-1
"610",2015-01-02,"AS","SEA",679,-5,16,1206,5,1206,-9
"611",2015-01-02,"UA","JFK",2586,-5,20,1215,6,1215,-16
"612",2015-01-02,"UA","ORD",1846,31,17,1253,15,1253,22
"613",2015-01-02,"OO","SLC",599,22,12,1240,4,1240,-2
"614",2015-01-02,"OO","BOI",522,-6,13,1216,4,1216,-13
"615",2015-01-02,"UA","LAS",414,9,12,1232,8,1232,-2
"616",2015-01-02,"OO","FAT",158,15,9,1236,5,1236,4
"617",2015-01-02,"UA","SEA",679,0,19,1232,6,1232,-9
"618",2015-01-02,"VX","SAN",447,-8,18,1225,4,1225,-14
"619",2015-01-02,"OO","RNO",192,-1,14,1228,4,1228,0
"620",2015-01-02,"UA","IAD",2419,14,10,1244,5,1244,-4
"621",2015-01-02,"WN","STL",1735,21,9,1250,4,1250,9
"622",2015-01-02,"WN","LAS",414,23,16,1259,5,1259,20
"623",2015-01-02,"OO","SBA",262,-6,11,1233,5,1233,-5
"624",2015-01-02,"UA","PDX",550,0,8,1237,2,1237,-15
"625",2015-01-02,"UA","LAX",337,1,25,1256,4,1256,2
"626",2015-01-02,"OO","BUR",326,-1,29,1300,4,1300,6
"627",2015-01-02,"OO","ONT",363,2,13,1251,5,1251,-2
"628",2015-01-02,"OO","JAC",737,-1,22,1300,10,1300,-13
"629",2015-01-02,"UA","HNL",2398,39,20,1339,4,1339,19
"630",2015-01-02,"OO","BZN",807,-1,12,1256,5,1256,-9
"631",2015-01-02,"OO","EUG",451,15,12,1312,3,1312,4
"632",2015-01-02,"OO","SNA",372,35,7,1330,4,1330,26
"633",2015-01-02,"DL","DTW",2079,6,18,1314,12,1314,5
"634",2015-01-02,"UA","IAH",1635,2,17,1312,10,1312,-12
"635",2015-01-02,"WN","SNA",372,5,9,1309,5,1309,-2
"636",2015-01-02,"AS","PDX",550,269,10,1739,5,1739,263
"637",2015-01-02,"DL","JFK",2586,-5,24,1319,5,1319,-10
"638",2015-01-02,"F9","DEN",967,1,11,1322,10,1322,-8
"639",2015-01-02,"OO","SMF",86,-8,24,1326,4,1326,-4
"640",2015-01-02,"UA","ORD",1846,12,14,1340,9,1340,-4
"641",2015-01-02,"AA","DFW",1464,10,14,1339,6,1339,7
"642",2015-01-02,"UA","EWR",2565,24,10,1354,4,1354,15
"643",2015-01-02,"VX","LAS",414,15,13,1348,5,1348,11
"644",2015-01-02,"WN","LAX",337,23,7,1355,4,1355,9
"645",2015-01-02,"VX","LAX",337,5,16,1351,7,1351,8
"646",2015-01-02,"UA","SAN",447,30,10,1411,14,1411,29
"647",2015-01-02,"UA","PDX",550,-4,11,1340,4,1340,-11
"648",2015-01-02,"WN","SAN",447,1,11,1347,5,1347,-2
"649",2015-01-02,"OO","PSP",421,45,9,1429,8,1429,31
"650",2015-01-02,"DL","ATL",2139,5,21,1407,11,1407,-11
"651",2015-01-02,"OO","EUG",451,12,10,1407,7,1407,16
"652",2015-01-02,"UA","AUS",1504,20,13,1422,6,1422,-7
"653",2015-01-02,"OO","ACV",250,99,6,1535,7,1535,85
"654",2015-01-02,"UA","OGG",2338,22,15,1427,5,1427,7
"655",2015-01-02,"HA","HNL",2398,48,30,1508,8,1508,29
"656",2015-01-02,"UA","SEA",679,-1,44,1434,3,1434,7
"657",2015-01-02,"OO","BOI",522,0,8,1359,3,1359,-15
"658",2015-01-02,"UA","HNL",2398,48,27,1510,6,1510,39
"659",2015-01-02,"AA","ORD",1846,0,12,1407,4,1407,-14
"660",2015-01-02,"OO","TUS",751,50,7,1457,4,1457,34
"661",2015-01-02,"UA","FLL",2583,21,17,1439,6,1439,-14
"662",2015-01-02,"OO","MFR",329,-8,13,1408,3,1408,-5
"663",2015-01-02,"UA","JFK",2586,0,16,1421,5,1421,-8
"664",2015-01-02,"AS","SEA",679,83,15,1543,5,1543,76
"665",2015-01-02,"OO","FAT",158,-7,12,1410,3,1410,-16
"666",2015-01-02,"OO","OTH",412,4,9,1419,4,1419,-6
"667",2015-01-02,"OO","RDD",199,4,10,1429,3,1429,-4
"668",2015-01-02,"AA","MIA",2585,114,13,1627,5,1627,84
"669",2015-01-02,"OO","SBP",190,-10,7,1417,3,1417,-20
"670",2015-01-02,"OO","RNO",192,-2,8,1427,3,1427,-13
"671",2015-01-02,"OO","SUN",587,32,15,1510,11,1510,31
"672",2015-01-02,"OO","BUR",326,-9,14,1429,6,1429,-9
"673",2015-01-02,"VX","ORD",1846,-6,13,1437,3,1437,-22
"674",2015-01-02,"DL","MSP",1589,2,16,1448,7,1448,-5
"675",2015-01-02,"UA","IAH",1635,19,14,1508,7,1508,-16
"676",2015-01-02,"OO","MRY",77,-5,5,1435,3,1435,-18
"677",2015-01-02,"UA","EWR",2565,0,22,1501,3,1501,-14
"678",2015-01-02,"UA","LIH",2447,-2,14,1452,5,1452,-12
"679",2015-01-02,"UA","KOA",2367,19,12,1511,4,1511,5
"680",2015-01-02,"VX","DAL",1476,3,11,1454,5,1454,-17
"681",2015-01-02,"VX","LAS",414,-2,14,1452,5,1452,-7
"682",2015-01-02,"WN","LAX",337,10,5,1455,4,1455,0
"683",2015-01-02,"OO","ONT",363,4,10,1454,21,1454,12
"684",2015-01-02,"AA","DFW",1464,29,24,1538,8,1538,39
"685",2015-01-02,"UA","DEN",967,16,10,1512,3,1512,-16
"686",2015-01-02,"HA","OGG",2338,45,10,1545,14,1545,27
"687",2015-01-02,"OO","SBA",262,-4,5,1455,19,1455,-7
"688",2015-01-02,"OO","PSP",421,-2,9,1501,38,1501,16
"689",2015-01-02,"US","PHX",651,-1,15,1509,5,1509,-14
"690",2015-01-02,"US","CLT",2296,29,11,1539,8,1539,2
"691",2015-01-02,"OO","SLC",599,-5,35,1530,6,1530,5
"692",2015-01-02,"UA","SEA",679,5,16,1526,5,1526,-9
"693",2015-01-02,"OO","SMF",86,4,13,1524,4,1524,-3
"694",2015-01-02,"WN","SNA",372,-1,9,1518,4,1518,-4
"695",2015-01-02,"UA","LAX",337,16,14,1543,4,1543,8
"696",2015-01-02,"UA","JFK",2586,5,33,1553,6,1553,2
"697",2015-01-02,"OO","SLC",599,123,12,1737,4,1737,96
"698",2015-01-02,"AS","SEA",679,-3,14,1536,6,1536,-12
"699",2015-01-02,"UA","DEN",967,32,12,1612,6,1612,12
"700",2015-01-02,"UA","EWR",2565,17,11,1557,5,1557,6
"701",2015-01-02,"AA","JFK",2586,-1,50,1619,6,1619,30
"702",2015-01-02,"UA","BOS",2704,-4,21,1549,9,1549,-9
"703",2015-01-02,"DL","DTW",2079,-3,12,1546,4,1546,-35
"704",2015-01-02,"UA","ORD",1846,8,13,1559,5,1559,-19
"705",2015-01-02,"UA","IAH",1635,106,24,1750,4,1750,92
"706",2015-01-02,"VX","LAX",337,0,9,1549,6,1549,-11
"707",2015-01-02,"OO","SAT",1482,6,11,1557,4,1557,-11
"708",2015-01-02,"WN","LAS",414,1,12,1603,8,1603,-4
"709",2015-01-02,"WN","SAN",447,-2,6,1554,6,1554,-6
"710",2015-01-02,"UA","LAX",337,83,26,1746,4,1746,89
"711",2015-01-02,"VX","LAS",414,-6,13,1607,2,1607,-13
"712",2015-01-02,"AA","LAX",337,-4,18,1614,4,1614,-1
"713",2015-01-02,"AA","DFW",1464,7,20,1627,5,1627,-4
"714",2015-01-02,"OO","PDX",550,7,11,1618,4,1618,-2
"715",2015-01-02,"UA","ANC",2018,46,7,1658,13,1658,30
"716",2015-01-02,"US","PHL",2521,-2,24,1627,8,1627,-5
"717",2015-01-02,"OO","BFL",238,-8,13,1610,7,1610,-9
"718",2015-01-02,"UA","DFW",1464,5,21,1633,5,1633,-20
"719",2015-01-02,"AA","ORD",1846,-5,12,1617,6,1617,-18
"720",2015-01-02,"UA","SEA",679,0,12,1627,3,1627,-22
"721",2015-01-02,"WN","SNA",372,60,16,1731,5,1731,63
"722",2015-01-02,"DL","JFK",2586,-2,33,1646,7,1646,-6
"723",2015-01-02,"DL","ATL",2139,-5,22,1634,8,1634,-19
"724",2015-01-02,"OO","MFR",329,-4,15,1630,3,1630,-3
"725",2015-01-02,"OO","BUR",326,22,10,1654,4,1654,10
"726",2015-01-02,"UA","PHL",2521,41,14,1718,9,1718,9
"727",2015-01-02,"UA","EWR",2565,27,14,1711,4,1711,15
"728",2015-01-02,"VX","JFK",2586,-3,29,1656,4,1656,-15
"729",2015-01-02,"OO","ACV",250,-5,10,1635,4,1635,-14
"730",2015-01-02,"UA","IAD",2419,0,10,1644,6,1644,-16
"731",2015-01-02,"US","CLT",2296,3,24,1702,8,1702,-1
"732",2015-01-02,"VX","LAX",337,38,14,1727,5,1727,35
"733",2015-01-02,"B6","JFK",2586,-8,37,1704,9,1704,0
"734",2015-01-02,"OO","MCI",1499,12,14,1716,9,1716,-1
"735",2015-01-02,"B6","BOS",2704,3,17,1713,6,1713,5
"736",2015-01-02,"OO","LAS",414,31,10,1740,5,1740,30
"737",2015-01-02,"VX","AUS",1504,0,10,1710,6,1710,-26
"738",2015-01-02,"VX","DCA",2442,-3,22,1719,6,1719,-6
"739",2015-01-02,"B6","LGB",354,-4,14,1710,8,1710,-8
"740",2015-01-02,"UA","SNA",372,-2,10,1711,4,1711,-15
"741",2015-01-02,"VX","LAS",414,-4,18,1719,7,1719,-5
"742",2015-01-02,"UA","JFK",2586,1,31,1739,5,1739,-5
"743",2015-01-02,"UA","IAH",1635,23,12,1743,8,1743,2
"744",2015-01-02,"WN","LAX",337,0,10,1720,6,1720,-2
"745",2015-01-02,"WN","PHX",651,35,14,1759,4,1759,32
"746",2015-01-02,"OO","MMH",193,15,10,1735,12,1735,-7
"747",2015-01-02,"OO","RDM",462,-10,13,1713,9,1713,-16
"748",2015-01-02,"UA","MSP",1589,28,13,1752,3,1752,-9
"749",2015-01-02,"UA","BOS",2704,8,11,1730,7,1730,-5
"750",2015-01-02,"VX","LAX",337,97,12,1904,6,1904,94
"751",2015-01-02,"WN","DEN",967,79,16,1850,6,1850,65
"752",2015-01-02,"UA","LAX",337,2,20,1738,4,1738,-3
"753",2015-01-02,"UA","AUS",1504,57,12,1826,4,1826,23
"754",2015-01-02,"OO","PSP",421,84,1,1844,6,1844,62
"755",2015-01-02,"UA","STL",1735,69,8,1837,7,1837,45
"756",2015-01-02,"VX","SEA",679,0,17,1737,5,1737,-7
"757",2015-01-02,"AS","PSP",421,-5,7,1722,7,1722,-10
"758",2015-01-02,"OO","SBP",190,48,9,1820,2,1820,42
"759",2015-01-02,"VX","EWR",2565,0,19,1748,7,1748,-16
"760",2015-01-02,"UA","ORD",1846,5,14,1749,4,1749,-23
"761",2015-01-02,"OO","FAT",158,-3,5,1732,3,1732,-17
"762",2015-01-02,"UA","IAD",2419,23,36,1834,5,1834,35
"763",2015-01-02,"VX","FLL",2583,12,9,1756,18,1756,-18
"764",2015-01-02,"VX","SAN",447,1,16,1752,5,1752,-5
"765",2015-01-02,"DL","DTW",2079,4,22,1801,6,1801,-12
"766",2015-01-02,"F9","PHX",651,15,25,1815,10,1815,26
"767",2015-01-02,"OO","SMF",86,33,7,1815,5,1815,17
"768",2015-01-02,"OO","SBA",262,-7,7,1738,5,1738,-16
"769",2015-01-02,"UA","CLE",2161,7,9,1755,7,1755,-19
"770",2015-01-02,"WN","SAN",447,-3,22,1759,5,1759,9
"771",2015-01-02,"AA","DFW",1464,18,17,1815,7,1815,5
"772",2015-01-02,"OO","TUS",751,-6,12,1746,6,1746,-8
"773",2015-01-02,"DL","ATL",2139,6,13,1804,6,1804,-25
"774",2015-01-02,"UA","EWR",2565,37,37,1900,6,1900,35
"775",2015-01-02,"OO","BOI",522,21,8,1816,4,1816,8
"776",2015-01-02,"UA","MSY",1911,-4,10,1756,7,1756,-41
"777",2015-01-02,"DL","MSP",1589,-3,23,1810,6,1810,-20
"778",2015-01-02,"US","PHX",651,4,19,1818,7,1818,7
"779",2015-01-02,"AS","SEA",679,5,19,1819,9,1819,0
"780",2015-01-02,"UA","RDU",2400,12,8,1816,5,1816,-8
"781",2015-01-02,"UA","LAS",414,-2,12,1807,5,1807,-22
"782",2015-01-02,"UA","BOS",2704,4,17,1819,6,1819,0
"783",2015-01-02,"OO","SAN",447,-7,23,1815,17,1815,6
"784",2015-01-02,"US","PHL",2521,-4,34,1830,9,1830,15
"785",2015-01-02,"AA","JFK",2586,-1,15,1814,10,1814,-15
"786",2015-01-02,"AA","LAX",337,-6,12,1806,3,1806,-15
"787",2015-01-02,"OO","ONT",363,1,11,1815,5,1815,-4
"788",2015-01-02,"OO","SNA",372,21,12,1836,3,1836,13
"789",2015-01-02,"UA","DEN",967,4,15,1823,8,1823,-7
"790",2015-01-02,"UA","MCO",2446,23,15,1843,5,1843,-19
"791",2015-01-02,"US","CLT",2296,0,21,1826,9,1826,-14
"792",2015-01-02,"OO","CEC",304,-13,16,1813,7,1813,-18
"793",2015-01-02,"UA","ORD",1846,17,12,1840,9,1840,-17
